"latlng","name","type"
"30.397147999999998,78.07448459999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971175,78.0744965","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971059,78.074516","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971053,78.07460470000001","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397149300000002,78.074585","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397158100000002,78.0745677","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397150899999996,78.07453840000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397174300000003,78.0745666","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971547,78.0745908","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397149300000002,78.0745013","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971717,78.0745678","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971625,78.0745717","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971543,78.0745958","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971607,78.0745921","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397170799999998,78.0746182","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397173699999996,78.0745546","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971635,78.0745338","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971576,78.0745765","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971506,78.0745791","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971521,78.074601","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971587,78.07456140000001","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.4069021,78.07785150000001","Bhagwant Pur Salan Gaon ","[u'sublocality_level_1', u'sublocality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"30.397428899999998,78.07455829999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398999800000002,78.07481209999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3990087,78.0748313","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.399026199999998,78.07488559999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398988899999996,78.07473320000001","Dehradun Vishveswaraya Bhagwant Pur ","[u'locality', u'political'] [u'school', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398936300000003,78.0748159","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3989495,78.07480490000002","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3989951,78.0748048","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398994899999998,78.0748179","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398600199999997,78.0750188","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3989955,78.0747697","Dehradun Vishveswaraya Bhagwant Pur ","[u'locality', u'political'] [u'school', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3989805,78.0747462","Dehradun Vishveswaraya Bhagwant Pur ","[u'locality', u'political'] [u'school', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398990700000002,78.0747757","Dehradun Vishveswaraya Bhagwant Pur ","[u'locality', u'political'] [u'school', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398993199999996,78.0747911","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398979999999998,78.07474429999999","Dehradun Vishveswaraya Bhagwant Pur ","[u'locality', u'political'] [u'school', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398749199999997,78.07494720000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3983753,78.0749108","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3979452,78.07468659999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3973805,78.074597","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397188,78.0745723","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3973557,78.0745395","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397276899999998,78.07458259999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971683,78.0745821","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971333,78.0745794","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397232000000002,78.07455590000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971908,78.0745541","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397153000000003,78.0744876","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397173699999996,78.0745647","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971812,78.0745616","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971766,78.07439529999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971206,78.0745548","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397167600000003,78.0745617","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3970711,78.0745948","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397194,78.07442940000001","DIT Hostel Block 1 Dehradun Bhagwant Pur ","[u'lodging', u'point_of_interest', u'establishment'] [u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397137100000005,78.0744255","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971716,78.07461590000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397178999999998,78.0744274","DIT Hostel Block 1 Dehradun Bhagwant Pur ","[u'lodging', u'point_of_interest', u'establishment'] [u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971488,78.07445390000001","DIT Hostel Block 1 Dehradun Bhagwant Pur ","[u'lodging', u'point_of_interest', u'establishment'] [u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971511,78.074528","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971588,78.0745231","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397162199999997,78.0745443","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397166700000003,78.0745455","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971654,78.0745495","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397191600000003,78.0745613","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971898,78.07455350000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397157,78.074557","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397124199999997,78.07456529999999","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397162199999997,78.0745437","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971785,78.0745275","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397175399999995,78.0745286","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397190500000004,78.07452690000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397162899999994,78.0745416","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971615,78.0745124","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397174100000004,78.07451529999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397187,78.074524","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397190600000002,78.0745283","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971831,78.0745287","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397185200000003,78.0745324","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971923,78.07452109999998","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971808,78.07450909999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397175899999997,78.07450970000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397174,78.0745327","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397169599999998,78.07454090000002","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397191499999998,78.07452940000002","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971859,78.0745077","DIT Hostel Block 1 Dehradun Bhagwant Pur ","[u'lodging', u'point_of_interest', u'establishment'] [u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397196,78.0745386","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971642,78.0745525","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971788,78.07454670000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971679,78.0745492","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397167100000004,78.0745119","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971825,78.0745054","DIT Hostel Block 1 Dehradun Bhagwant Pur ","[u'lodging', u'point_of_interest', u'establishment'] [u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397173100000003,78.0745344","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397168199999996,78.0745522","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971739,78.0745453","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397174,78.0745355","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971713,78.0745393","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971726,78.0745453","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397169199999997,78.074562","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397173699999996,78.0745505","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397165899999997,78.0745192","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971832,78.0745447","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397168699999998,78.07447950000001","DIT Hostel Block 1 Dehradun Bhagwant Pur ","[u'lodging', u'point_of_interest', u'establishment'] [u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971691,78.0744838","DIT Hostel Block 1 Dehradun Bhagwant Pur ","[u'lodging', u'point_of_interest', u'establishment'] [u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971812,78.0744483","DIT Hostel Block 1 Dehradun Bhagwant Pur ","[u'lodging', u'point_of_interest', u'establishment'] [u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397170399999997,78.074558","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397183399999996,78.07445159999999","DIT Hostel Block 1 Dehradun Bhagwant Pur ","[u'lodging', u'point_of_interest', u'establishment'] [u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397170799999998,78.0745624","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397166600000002,78.0745491","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971703,78.0745897","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397168,78.07454129999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3970855,78.0744568","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397088500000002,78.07443990000002","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971413,78.0745877","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397070199999998,78.0745249","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397169800000004,78.0745478","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397179600000005,78.0745009","DIT Hostel Block 1 Dehradun Bhagwant Pur ","[u'lodging', u'point_of_interest', u'establishment'] [u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397249699999996,78.07453840000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397164899999996,78.0745474","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971668,78.0745169","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397172700000002,78.07453309999998","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397180199999998,78.07459990000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397160999999997,78.0745572","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397187199999998,78.0745252","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3972011,78.0745235","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3972033,78.074472","DIT Hostel Block 1 Dehradun Bhagwant Pur ","[u'lodging', u'point_of_interest', u'establishment'] [u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397195299999996,78.07445030000001","DIT Hostel Block 1 Dehradun Bhagwant Pur ","[u'lodging', u'point_of_interest', u'establishment'] [u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971673,78.0745107","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397144399999995,78.07454859999999","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971853,78.07444040000001","DIT Hostel Block 1 Dehradun Bhagwant Pur ","[u'lodging', u'point_of_interest', u'establishment'] [u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971755,78.07451850000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397326399999997,78.0745046","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971835,78.07453120000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397214899999998,78.074517","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397177799999998,78.0745215","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397156699999996,78.0745637","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397125899999995,78.074606","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397165899999997,78.0745442","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397169899999998,78.0745071","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397169899999998,78.074507","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971358,78.0745452","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3972157,78.07445890000001","DIT Hostel Block 1 Dehradun Bhagwant Pur ","[u'lodging', u'point_of_interest', u'establishment'] [u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971826,78.0744991","DIT Hostel Block 1 Dehradun Bhagwant Pur ","[u'lodging', u'point_of_interest', u'establishment'] [u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3972272,78.0745048","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3973511,78.0745349","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3974381,78.0745944","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398298399999998,78.07500340000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3985896,78.0750138","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.399538800000002,78.0762297","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.399245,78.0761767","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.399590399999997,78.0764481","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3995924,78.0767307","Dehradun Vedanta Bhagwant Pur ","[u'locality', u'political'] [u'library', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.399383,78.0762852","Dehradun Faculty Of Architecture, DIT University Bhagwant Pur ","[u'locality', u'political'] [u'school', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3990978,78.07593299999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3986132,78.07499840000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.392378499999996,78.0742859","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3967357,78.0753556","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397191499999998,78.07454659999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397187199999998,78.07454399999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971711,78.074548","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971439,78.0745027","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971559,78.0745623","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971822,78.0745051","DIT Hostel Block 1 Dehradun Bhagwant Pur ","[u'lodging', u'point_of_interest', u'establishment'] [u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397173600000002,78.0745376","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971489,78.074549","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397172499999996,78.0745495","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971711,78.07454990000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397196899999997,78.0745358","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397169399999996,78.0745381","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397144800000003,78.07457","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971565,78.07455709999999","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397164500000002,78.0745488","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397167200000002,78.07454200000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971902,78.0745","DIT Hostel Block 1 Dehradun Bhagwant Pur ","[u'lodging', u'point_of_interest', u'establishment'] [u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397188699999997,78.0745846","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971973,78.0745922","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971985,78.07459109999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971903,78.07458249999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397191499999998,78.0745753","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3972032,78.07462170000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.39715,78.0745567","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971739,78.0745445","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397660300000002,78.0744905","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
